SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0663617902837421	0.0694126383936193	0.339702426688837	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0469161027313703	0.0702184103132732	0.504477452882758	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.129265516871873	0.118539685634562	0.276244219019306	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.302073999594543	0.117214060228036	0.0103682098033632	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.079638386007975	0.0872235250842226	0.361845754867874	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.10743930299472	0.0761739844337414	0.159288556418603	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.0765721413690883	0.438523287157131	0.861483344260199	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0677907681004355	0.0597173152881272	0.257064024686072	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0869395187545416	0.058745802289795	0.139784528876924	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	0.366843490568804	0.537761399412577	0.495580239099792	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.11691636897031	0.406482930364722	0.773799357268643	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0416738534460018	0.0600892506278752	0.488431468548283	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.037167270331784	0.0600211606676447	0.53616025829686	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0334602327619098	0.0612648501725484	0.585302956520522	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0420301081519706	0.0600120714943037	0.484163284396059	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0503590104791558	0.057471043415369	0.381489943029413	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0503590104791558	0.057471043415369	0.381489943029413	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0747534976387257	0.0573967070137553	0.19362861018613	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0558980170715033	0.0570723652792292	0.32804151389942	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	0.0126057107715485	0.128073946292105	0.921650486781161	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.266495908869391	0.132772418268802	0.0454942318357538	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.235042815041756	0.361095180621245	0.515523851483139	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.186627443502108	0.116728372153797	0.110755654549732	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	-0.255423289811617	0.342994725595973	0.456957178934611	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.0640397732538444	0.0589230725037962	0.277850430978126	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0774367280220165	0.056849233019152	0.174021612470351	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
