SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.103700607943734	0.0704562134453052	0.141953746151997	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0817048596906484	0.0713127499753992	0.252684729875496	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	-0.0638672081845364	0.120689531468454	0.597009046988037	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.258706790734903	0.119511985744622	0.0310809427462641	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0971005806354936	0.0886455118930102	0.274096681261518	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0836262594445865	0.0775462002048335	0.281589116456728	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.408181326746978	0.445392732605025	0.36005521895567	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0329709367539355	0.0608076927741651	0.588011457939296	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0481785672217336	0.0598645406108597	0.421480805570421	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	0.0832553050720701	0.547153531098538	0.879147059951686	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.563924392889362	0.412280785272422	0.172239697565506	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0046233950052928	0.0611415857504467	0.939765974231444	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0068604273788502	0.0610632799284805	0.910610175292933	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0138765711383754	0.0623177896131264	0.823917777941861	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.0150104795335737	0.0610591451042224	0.805952776407798	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.0262695470212959	0.0584850099135135	0.653586696405403	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.0262695470212959	0.0584850099135135	0.653586696405403	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0057028229383985	0.058501880423887	0.922399730849942	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	-0.0018746785266028	0.0581115253236235	0.974282930377285	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.026304901957265	0.130223511728344	0.84003456902276	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.334437867130552	0.134603121822715	0.0134317486325703	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.187440184742973	0.367256711446447	0.610104821819576	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.0773765024489652	0.119050511278757	0.516149296972561	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.0548024374940361	0.349028502778113	0.875323408386042	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0282326773550463	0.0599960098120416	0.638234236065484	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.0007983348039114	0.05795763015055	0.989017703628508	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	-0.107241488571823	0.0796788240649286	0.17919139507458	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.0801326312832638	0.0799739276718733	0.317037448170281	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	-0.0314479215821805	0.0576344917610551	0.585655216168592	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.0353051157308268	0.116365269573041	0.761764481174409	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0281521360749605	0.0579511767275002	0.62741704541356	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0184253218683296	0.0580120899576884	0.75096724254501	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	-0.0460257579043916	0.0577036412284573	0.425625440984813	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	-0.030554343869352	0.0575724518518556	0.595952653849929	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.209256534106986	0.0963217320044701	0.0304847606225052	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	0.0353917455388384	0.089043962920535	0.691265756212758	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	0.0331296970821801	0.0578136839741491	0.566980769198287	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	0.0301356021337148	0.0578967870312593	0.603037529189465	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	0.0006865813137229	0.0578405567233781	0.990535846509615	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	-0.0620877554351262	0.0576532413167365	0.282252765539253	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	-0.0215898579355612	0.0593083007448757	0.716055345105025	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	-0.0106047306726404	0.0577159786088143	0.854322968543865	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	-0.0238826120097332	0.0576611127778727	0.678987084133504	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	-0.0363267277453811	0.057579238882653	0.528514329289246	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	-0.0311840494154122	0.0575805400823984	0.588454536579088	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	0.0334167370447962	0.0601358184038436	0.578776346447108	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	0.0322442501949866	0.059284230457621	0.586858771113304	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	0.0343958952388485	0.061821263834407	0.578306050280447	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	0.0218747050386196	0.0576198433244804	0.704442139259352	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	0.0258426990400013	0.0579689808163514	0.656013431058841	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	0.0306971472669764	0.0578051278797804	0.595721278539334	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	0.0472344368278607	0.057620303347336	0.412909871457086	Unstable transcript	SUT	SUT003		
53	I	69820	-0.432001449381614	0.224510165147855	0.0551337325557869	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	0.0463136250500362	0.140006795604651	0.740995182748453	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	-0.0878118354390933	0.0925303863648143	0.343267110724832	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
