SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0207105871000054	0.12243061024599	0.865766238106947	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	-0.0423159775400435	0.123754514532803	0.73260342111547	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	-0.0029222332711178	0.20917099184817	0.988861370815743	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.144640805931397	0.20827556498344	0.487845293314789	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.277280655473022	0.153124815929894	0.0710195547303158	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.155396317141806	0.134311322712162	0.248060411257837	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.365753642388931	0.772291073759453	0.636081081909863	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0708192646093226	0.105322493817732	0.50176642729245	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0035196437033087	0.10380703493653	0.972971561028874	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.392344801423599	0.947715149639967	0.679132692069524	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.477214287835825	0.715694043558856	0.505344847755357	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0080099799509367	0.105924513058853	0.939764499719504	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0054172486910794	0.105790350903581	0.959189219689451	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0087142755226217	0.107968809029584	0.93571749117702	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0036904438601511	0.105790561475483	0.972191610180251	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.0113734977538486	0.101349280660121	0.910712119938471	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.0113734977538486	0.101349280660121	0.910712119938471	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	-0.0070522011197615	0.101352034515976	0.944566361475094	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	-0.0344538741746825	0.100658541946711	0.732340386570482	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	0.0006849855952779	0.225618274645674	0.99757931107194	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.0820183412510893	0.235182393270103	0.727489762327098	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	2.25424108296011	0.625076415068719	0.0003552791969676	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.173672104347624	0.206164866423242	0.400137665610073	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.348060615156721	0.604410409390792	0.565071343503768	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0113707011655929	0.103970699266544	0.912975550852316	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.0161337184313004	0.10040483604183	0.872432107635081	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	0.285788129884103	0.137554551604949	0.0384654391708634	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	0.114365905622775	0.138613831278179	0.409889900677671	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	-0.0557695649949559	0.0998466471117583	0.576821484873725	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.0609181419814853	0.201596790060109	0.762694232054376	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	-0.0142296494675195	0.100427998967045	0.88740565249505	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	-0.0227866888360779	0.100509872115533	0.820779737232179	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	-0.0018345789254306	0.100058455948562	0.985381908031964	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	0.0086672589986655	0.0997798971465169	0.930829041319641	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.31286668749026	0.167156669977475	0.0620752903381282	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	-0.0760328915874791	0.154245319982036	0.62236511531005	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	-0.186641567635033	0.0997120599339412	0.0620602892418314	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	-0.180066700826849	0.0998828082754035	0.072275567292976	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	-0.177970634348764	0.0997569599900913	0.0752756553608356	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	-0.193912425961038	0.0995112938758546	0.0521295138314381	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	-0.163144115169234	0.102400228310467	0.112010159681116	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	-0.166193996067743	0.0996026001399719	0.0960891264921134	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	-0.14248535160958	0.0996308379138551	0.153563343865283	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	-0.0931699888467163	0.0996858956421799	0.350615012423338	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	-0.0738349139700828	0.0997192210697813	0.459532460943529	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	-0.126595406740415	0.104009608941768	0.224359819273638	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	-0.0946596577502573	0.102626174342723	0.356963804843167	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	-0.0947235124689515	0.107030292679505	0.376750478108309	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	-0.0636593232513205	0.0997861522859236	0.523914964069236	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	-0.0916576500700597	0.100337886716992	0.361608411014445	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	-0.205335999885942	0.0995863798947638	0.039949904570959	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	-0.162926718002223	0.099542042363056	0.102571193562319	Unstable transcript	SUT	SUT003		
53	I	69820	0.127547771504968	0.390927349276084	0.744413611535049	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	-0.161326432638194	0.242439836525998	0.50621085876104	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	-0.255265898364618	0.159932231719017	0.111363988435893	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	-0.0506858353748176	0.100432173082741	0.614100415939254	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	-0.0469874208284511	0.100169705568524	0.639303344196962	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	-0.0638326297379606	0.0999605425089539	0.523511407841446	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
59	I	76030	-0.0586196054559011	0.0999695874035686	0.557998715451295	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
60	I	80108	-0.106780568004821	0.0998329720183902	0.285533729639708	ORF	Verified ORF	YAL034W-A	MTW1	SGDID:S000000032
61	I	81262	-0.0887084197480827	0.0998452393320386	0.374898796661128	ORF	Verified ORF	YAL034C	FUN19	SGDID:S000002134
62	I	81999	-0.11824702826991	0.100003071306959	0.237829387611209	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
63	I	82431	-0.173158495618715	0.100252504923519	0.0850022344120885	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
64	I	83284	-0.100061511263138	0.0998006466706227	0.316733978493052	Close to 3'-UTR	Close to 3'-UTR	YAL033W	POP5	SGDID:S000000031
65	I	83613	-0.0771734217236094	0.0998471809688593	0.440089682124634	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
66	I	84112	-0.114138498837214	0.0997578426752723	0.253334335524644	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
67	I	84701	-0.124634223172805	0.106815432314522	0.244071300226524	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
68	I	84858	-0.0360773022267426	0.100206318947281	0.719039848256677	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
69	I	85751	-0.0483134115911638	0.10060380658452	0.631358160594692	ORF	Verified ORF	YAL031C	GIP4	SGDID:S000000029
70	I	87445	-0.0369393557202912	0.10083023733921	0.714321931088806	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
71	I	87467	-0.0602836374903963	0.101326566927817	0.552262043100068	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
72	I	89070	-0.0279006597433057	0.100731920438661	0.78195809668859	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
73	I	89616	-0.0045234595527285	0.100200630686577	0.964018038662678	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
74	I	89679	-0.030597875189639	0.100200374955338	0.760266732118893	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
75	I	89880	-0.0389128701616968	0.10021760153877	0.698040092465082	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
76	I	91472	-0.0141994874843305	0.100980224593159	0.888253102911373	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
77	I	93789	-0.0419331579968278	0.0999177225264697	0.674976817529407	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
78	I	94351	-0.0418651690992997	0.100180899843214	0.676277446901169	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
79	I	99148	-0.0630710187121993	0.0998862531051034	0.52816909844261	ORF	Verified ORF	YAL026C	DRS2	SGDID:S000000024
80	I	101281	1.33719873471904	1.09072610750479	0.221026761601597	Promoter	Promoter	YAL025C_NFR/NDR		
81	I	106011	-0.0438313268741921	0.104132858202713	0.674071582433101	Promoter	Promoter	YAL024C_NFR/NDR		
82	I	106800	-0.0758750284453257	0.0999959430824076	0.44848986797652	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
83	I	107970	-0.0625676486539835	0.0997253771670714	0.530803022486344	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
84	I	109000	-0.0601908887856964	0.0999054594490529	0.547242504437741	ORF	Verified ORF	YAL022C	FUN26	SGDID:S000000020
85	I	112549	-0.155644300350462	0.0994993964937985	0.118649277654389	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
86	I	112742	-0.169932146611661	0.0998237442396682	0.0895754036992249	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
87	I	113050	-0.187774258255804	0.0995636775746346	0.0601195717603618	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
88	I	113135	-0.170353847106476	0.0993964687424836	0.0874281956326934	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
89	I	114076	-0.0868652503290011	0.0997020225488917	0.384210551970759	ORF	Verified ORF	YAL020C	ATS1	SGDID:S000000018
90	I	114628	-0.0585762809349876	0.100013079668451	0.558460656039343	ORF	Dubious ORF	YAL019W-A	YAL019W-A	SGDID:S000028729
91	I	116283	-0.0284468776438839	0.100606802196837	0.777531892321771	ORF	Verified ORF	YAL019W	FUN30	SGDID:S000000017
92	I	126880	-1.65803211352725	1.88582149041894	0.379885808405518	Close to 3'-UTR	Close to 3'-UTR	YAL016W	TPD3	SGDID:S000000014
93	I	127853	0.0405739582371074	0.100407634150871	0.686389503298244	ORF	Verified ORF	YAL015C	NTG1	SGDID:S000000013
94	I	128302	0.070614076789876	0.0999744632701576	0.480454368349526	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
95	I	128704	0.0742872973942393	0.100066587309596	0.458351649364212	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
96	I	128911	0.111419691108709	0.0999800343362841	0.265857471845941	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
97	I	130267	0.0674605819112661	0.100043868446472	0.500555581984829	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
98	I	130271	0.0665325806997568	0.100164518652364	0.506974813803112	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
