SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.140965851613028	0.11111118478526	0.205386965776699	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.145501797698362	0.112315858678489	0.196004740048133	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.135406922717802	0.1901199992502	0.476800128040052	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.282017431273434	0.188976217182515	0.13650227440241	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0346508263431682	0.139911586933006	0.804539690177724	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0771838660335042	0.122328542550455	0.528477924983137	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-1.17538927024971	0.699888627645271	0.093959956753751	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.054197448661633	0.0958165206960118	0.571999360260615	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0078390458947994	0.0944194125977653	0.933879779390763	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.723138423189357	0.861366827674188	0.401743327603029	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.257211096208591	0.65124264710736	0.693115139411332	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.005484941526871	0.0963465218387368	0.95463371169092	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0107118005821966	0.0962228217070425	0.9114235903836	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0172459740245953	0.0982022385483405	0.860695609059304	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0107901166467996	0.0962227969188217	0.910778675712318	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0369424630438114	0.0921653441322367	0.688789159680688	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0369424630438114	0.0921653441322367	0.688789159680688	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0930730390234769	0.0920546146926556	0.31267866821131	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0222467974762729	0.0915639298391733	0.808173904504835	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.0980676007132102	0.205150130495958	0.632925839872153	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.223619385026977	0.213621330926675	0.295906818515879	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	0.393444290816311	0.57855338675803	0.496919568062866	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.23722550722392	0.187285465241759	0.206114877864402	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.634935505444155	0.548974989044806	0.248224601707861	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.0360306483284832	0.0945512017449062	0.703380375962571	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0487255159140973	0.0912921401962555	0.593863039784989	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	-0.0318132908732993	0.125867305548609	0.800606501562549	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.0639590633576619	0.126155126093255	0.612480188237057	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	0.0158832650830613	0.0908541053695803	0.861319998043743	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.154943671141019	0.183205397138559	0.398272115069649	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0996446442153637	0.0911952084913793	0.275291663130476	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0623480351708114	0.0913675795974516	0.495441896674859	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	-0.0926348245557517	0.0908769634526844	0.308738106341682	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	-0.0186200555382396	0.0907527597112531	0.837554881908547	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.396277065418966	0.151331193174005	0.0092094038759688	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	0.124347119964071	0.140189673640838	0.375687106311414	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	0.0433645519396686	0.0911152513453031	0.634418104886041	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	0.0379074886529444	0.0912457685140159	0.678069461116654	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	0.0794615218675074	0.0910463020406332	0.383387468836479	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	0.0130493565894539	0.0909957577762276	0.886051206281992	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	0.0187855859535423	0.0934695077179507	0.840829259253842	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	0.0402097806574278	0.0909273189490678	0.658601608570839	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	0.0267068183905572	0.0908726550986204	0.769012549626836	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	-0.0448169616813665	0.0907524761281871	0.621728186026794	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	-0.0114451005830529	0.0907703734081037	0.89973365058047	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	0.0435834673563815	0.0947743604083132	0.645895802594231	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	0.0902120582690875	0.0933350986463448	0.334436007006627	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	0.0240763778008793	0.0974514918965053	0.805005315456161	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	0.0956553167918034	0.0906723751144656	0.292167198570194	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	0.0757702351320353	0.0912835005648976	0.407069246771853	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	-0.0697594385931622	0.0910493373919483	0.444086088126095	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	-0.0883843924748792	0.0907619427262332	0.330820417324427	Unstable transcript	SUT	SUT003		
53	I	69820	-0.329099334378134	0.355199334256827	0.35480874771313	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	-0.0811991996551775	0.220612908122258	0.713047704785536	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	0.0064070777794347	0.145993766618106	0.965020114223218	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	-0.158613985444253	0.0909926568828563	0.0821778493054778	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	-0.136817367618146	0.090848770168068	0.132963949422148	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	-0.141829290821445	0.090660279480037	0.118618752349525	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
59	I	76030	-0.0868565338981824	0.0908564778220936	0.339739012776562	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
60	I	80108	-0.117897694513868	0.0907357767598251	0.194671186976528	ORF	Verified ORF	YAL034W-A	MTW1	SGDID:S000000032
61	I	81262	-0.117422646717054	0.0907030559061148	0.196310249475877	ORF	Verified ORF	YAL034C	FUN19	SGDID:S000002134
62	I	81999	-0.177889132710594	0.0906470228309611	0.0504966967565975	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
63	I	82431	-0.18238234149747	0.0910556144521163	0.0459438890812706	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
64	I	83284	-0.198925596941264	0.090286550308993	0.0282211885724254	Close to 3'-UTR	Close to 3'-UTR	YAL033W	POP5	SGDID:S000000031
65	I	83613	-0.155347713878627	0.0905183689182079	0.0870025859642485	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
66	I	84112	-0.143554331624403	0.0905835650813622	0.113913467634989	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
67	I	84701	-0.0505174205826163	0.0973065782791057	0.60397638251488	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
68	I	84858	-0.0216032537716816	0.0911545440757282	0.812797440514855	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
69	I	85751	-0.0797315009243786	0.0914380720146238	0.383815961700709	ORF	Verified ORF	YAL031C	GIP4	SGDID:S000000029
70	I	87445	-0.0517160960664291	0.0916886883855514	0.573085020153596	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
71	I	87467	-0.0591934179815955	0.092156368889889	0.521085599807387	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
72	I	89070	-0.0491925687045526	0.0915956784807004	0.591563056385345	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
73	I	89616	-0.015061658590222	0.0911366265707838	0.868830318669699	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
74	I	89679	-0.041951089239721	0.0911243419506925	0.6455327369783	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
75	I	89880	-0.0554062605833801	0.0911270855894896	0.543571224621957	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
76	I	91472	-0.0419272714045684	0.0918244475932831	0.648237610070566	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
77	I	93789	-0.0140383284261886	0.0909021624890258	0.877356290521155	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
78	I	94351	0.0101308227161597	0.0911428847043973	0.911558039147171	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
79	I	99148	-0.0092347680176361	0.0909039044350752	0.919141189318395	ORF	Verified ORF	YAL026C	DRS2	SGDID:S000000024
80	I	101281	1.02713937521144	0.992701745792405	0.301521632751524	Promoter	Promoter	YAL025C_NFR/NDR		
81	I	106011	-0.0647717681270568	0.09467756277551	0.494341899667413	Promoter	Promoter	YAL024C_NFR/NDR		
82	I	106800	0.0169185727436169	0.0910233997864282	0.852653007943752	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
83	I	107970	0.014701771231983	0.0907547974820293	0.871402927020757	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
84	I	109000	-0.0108549113415942	0.0909162816458205	0.905030672574207	ORF	Verified ORF	YAL022C	FUN26	SGDID:S000000020
85	I	112549	-0.0397071263403356	0.0907906034278056	0.662126131619892	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
86	I	112742	0.0109819476566902	0.0911671399338067	0.904187696513239	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
87	I	113050	0.0231299902162172	0.0910073150416455	0.799523571972921	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
88	I	113135	-0.0132717252650578	0.0907810713682053	0.883851019213262	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
89	I	114076	0.007722451345875	0.0907828891043296	0.932257896398265	ORF	Verified ORF	YAL020C	ATS1	SGDID:S000000018
90	I	114628	0.007033054658998	0.0910127168505169	0.938448148596382	ORF	Dubious ORF	YAL019W-A	YAL019W-A	SGDID:S000028729
91	I	116283	0.0466179328168124	0.0914860535297625	0.610675864637286	ORF	Verified ORF	YAL019W	FUN30	SGDID:S000000017
92	I	126880	-3.25424938902403	1.70841353796297	0.0576137592114664	Close to 3'-UTR	Close to 3'-UTR	YAL016W	TPD3	SGDID:S000000014
93	I	127853	0.114834820464356	0.0911445919630114	0.208530822529397	ORF	Verified ORF	YAL015C	NTG1	SGDID:S000000013
94	I	128302	0.103525715028983	0.0908314314027665	0.255160531426573	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
95	I	128704	0.136810842163905	0.0907974721865564	0.132764149885754	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
96	I	128911	0.150626340821742	0.0907456231667393	0.0978277522526771	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
97	I	130267	-0.0492184333058641	0.0910181989720177	0.589018363227105	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
98	I	130271	-0.0385305559282642	0.0911408914769309	0.672729121871714	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
99	I	130613	0.0004715007255611	0.0920158799130605	0.995914453442725	Promoter	Promoter	YAL012W_NFR/NDR		
100	I	132012	-0.0428805801896355	0.0917922015895763	0.640681921966663	Promoter	Promoter	YAL011W_NFR/NDR		
101	I	133231	-0.0256040097731778	0.0911588280424876	0.778972727939542	ORF	Verified ORF	YAL011W	SWC3	SGDID:S000000009
102	I	137074	-0.0478578340511218	0.0910037109524783	0.599295668542004	ORF	Verified ORF	YAL008W	FUN14	SGDID:S000000006
103	I	137304	0.011450961236259	0.0910689569979698	0.900009748689234	ORF	Verified ORF	YAL008W	FUN14	SGDID:S000000006
104	I	139686	-0.0349539164618339	0.0911716984087048	0.701664662437779	ORF	Verified ORF	YAL005C	SSA1	SGDID:S000000004
105	I	149562	-0.0600566264441789	0.0913428019532289	0.511296857167673	ORF	Verified ORF	YAL001C	TFC3	SGDID:S000000001
106	I	150447	-0.0625607372994443	0.0923525247269961	0.498588105755121	ORF	Verified ORF	YAL001C	TFC3	SGDID:S000000001
107	I	151446	0.0254362120744815	0.185648154411941	0.891098624043984	Promoter	Promoter	YAL001C_NFR/NDR		
108	I	154084	-0.0533642531637905	0.0926545154711082	0.565016815919251	ORF	Verified ORF	YAR002C-A	ERP1	SGDID:S000002129
109	I	156633	-0.0756525689403507	0.0938826067269634	0.420888600733804	Close to 3'-UTR	Close to 3'-UTR	YAR003W	SWD1	SGDID:S000000064
110	I	157269	-0.0758284545905545	0.090926113625182	0.404869269189434	ORF	Verified ORF	YAR007C	RFA1	SGDID:S000000065
111	I	160054	-0.115096380024949	0.0916759174140333	0.210138542512551	Other features	Replication	ARS109	ARS101	SGDID:S000077372
112	I	166222	-0.120746981924867	0.0909740731990452	0.185277807570241	Promoter	Promoter	tA(UGC)A_NFR/NDR		
113	I	166416	-0.106739640397054	0.0908381592736655	0.240765551823534	Close to 3'-UTR	Close to 3'-UTR	YAR010C	YAR010C	SGDID:S000000068
114	I	167326	-0.108772567141039	0.091349571219002	0.234560142584466	ORF	Verified ORF	YAR014C	BUD14	SGDID:S000000069
115	I	168836	-0.148306273169976	0.0907564479113472	0.103126642794146	ORF	Verified ORF	YAR014C	BUD14	SGDID:S000000069
116	I	171200	-0.121137355867872	0.0910073962945646	0.184024508374595	ORF	Verified ORF	YAR018C	KIN3	SGDID:S000000071
117	I	171431	-0.131517876846366	0.09153782966055	0.151671942829419	ORF	Verified ORF	YAR018C	KIN3	SGDID:S000000071
118	I	173339	-0.127002943457313	0.0908399932811034	0.162962345131557	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
119	I	173845	-0.119350955836653	0.09079368834752	0.18952160624571	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
120	I	175121	-0.0765074759085836	0.0907438621149079	0.399735267034173	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
121	I	175281	-0.0971809375568453	0.0907651299005827	0.285042230903565	ORF	Dubious ORF	YAR019W-A	YAR019W-A	SGDID:S000028735
122	I	175315	-0.0946602540494896	0.0907440133656607	0.297589436140923	ORF	Dubious ORF	YAR019W-A	YAR019W-A	SGDID:S000028735
123	I	175523	-0.090456574627633	0.0912718217600806	0.322331257181967	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
124	I	175541	-0.0961897313316321	0.0908816087793454	0.290593642450135	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
125	I	175653	-0.0775711334718151	0.0912203474210063	0.395695295065505	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
126	I	175805	-0.137894393074942	0.0961988716292105	0.152619961244973	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
127	I	175818	-0.0965156842294464	0.0941218775024017	0.30586106671569	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
128	I	175856	-0.09483399414704	0.092683871856346	0.306914701987005	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
129	I	175876	-0.0746125105142302	0.0913124001116238	0.414415222801335	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
130	I	175989	-0.0728629821718487	0.0915774122124352	0.426773903337757	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
131	I	176001	-0.087960509104107	0.0920180791640102	0.339774580076164	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
132	I	176451	-0.0925236894607262	0.0931144971371908	0.321071463854666	Close to 3'-UTR	Close to 3'-UTR	YAR020C	PAU7	SGDID:S000000073
133	I	177692	-0.104063796802915	0.0907148398299095	0.252095321289207	Close to 3'-UTR	Close to 3'-UTR	YAR020C	PAU7	SGDID:S000000073
134	I	178191	-0.0917616307551802	0.0908428179931663	0.313132398413323	Intergenic region	Intergenic region	A:177024-179280		
135	I	178224	-0.104063796802915	0.0907148398299095	0.252095321289207	Intergenic region	Intergenic region	A:177024-179280		
136	I	178960	-0.135468509692255	0.0913254590029859	0.138871119654958	Close to 3'-UTR	Close to 3'-UTR	YAR023C	YAR023C	SGDID:S000000074
137	I	179139	-0.138167336593453	0.181418653004114	0.446810928226227	Close to 3'-UTR	Close to 3'-UTR	YAR023C	YAR023C	SGDID:S000000074
