SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.305711425308058	0.209909554971345	0.146172050787468	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.265088225497962	0.21237437829656	0.212780739165225	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.398320069297318	0.359063577527514	0.268042925352575	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.242519085532756	0.358161093667396	0.498771463122879	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.223741559446221	0.264264198397048	0.397759037873817	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.0939427416189194	0.231344178378081	0.684934636392801	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-1.40131390327215	1.32635217230162	0.291454484055576	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0616476940086153	0.181197982980173	0.733891075896304	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0934318455625165	0.1784367786361	0.600876185087657	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-1.29630061201075	1.62861836117818	0.426595369253921	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	1.25450769416181	1.22966520891678	0.308331037465688	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0325728083675142	0.182140192874307	0.858170861357012	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0240896394380145	0.181912421272972	0.894724082706588	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0080706452032495	0.185663539866177	0.965352095367185	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0410049512347852	0.181903847576845	0.821782205444448	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.035482284214432	0.174272310562672	0.838781430888118	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.035482284214432	0.174272310562672	0.838781430888118	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0376762164553428	0.174273828168476	0.828964711335076	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0710552113238829	0.17307905361962	0.681661750238691	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.428211222764141	0.387301415626784	0.269640597146559	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	0.236613187207656	0.404291377664938	0.55875079822651	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	2.4221907779613	1.08687926495874	0.0264714930655261	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.044554386456884	0.354867738902702	0.90015796215778	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.947551471042874	1.03860376501587	0.362216602221284	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0271961037689357	0.178784374466701	0.879181731094832	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0091459441941564	0.172661002721088	0.957785354801523	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	0.222952532422342	0.23768352119363	0.348874101626873	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.045140267127632	0.238576887889371	0.850039813456161	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	-0.128365475705947	0.171635443325671	0.455020787647476	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	-0.163909447204096	0.346599328781941	0.63657139364029	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	-0.0302517148072304	0.172692610081158	0.861041258065212	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	-0.0414713751641378	0.172834481762842	0.810509453468749	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	-0.0963110800311676	0.17198344664416	0.575833238539606	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	-0.185345184985032	0.171298747572347	0.279991259689931	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.238303557389141	0.288585508918749	0.409495641933425	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	0.110641201010072	0.265264966105873	0.676861054501183	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	-0.370384469348861	0.171181516437824	0.0311582026804558	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	-0.342069108836815	0.171583329671862	0.0469645572319553	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	-0.319627674452691	0.171471065531755	0.0631470529671462	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	-0.284747890795277	0.171367881059657	0.0974772404781255	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	-0.317361202863081	0.17590946165738	0.072065307896932	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	-0.0819306574680268	0.171894656139849	0.63391841710572	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	-0.078833418993854	0.171768783296147	0.646551967086159	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	-0.188197031328086	0.171338511761061	0.272781503088856	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	-0.221292490708375	0.17120483345781	0.197008750969628	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	-0.17022242225889	0.178999886526195	0.342273365748946	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	-0.157331752370534	0.176489157813951	0.373293526534456	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	-0.0738546917923468	0.184210596822514	0.688717672849772	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	-0.144380698519979	0.171518318027697	0.400480986637049	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	-0.182840805455283	0.172469728003797	0.289809033023201	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	-0.309004351204616	0.171489245909815	0.0724161373771934	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	-0.178592328103097	0.171556887330235	0.298583651482004	Unstable transcript	SUT	SUT003		
53	I	69820	-0.640912662537714	0.671471044538624	0.340488628154263	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	-0.486813734327518	0.416353597333413	0.243099294063004	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	-0.136647577408441	0.275912958437443	0.620727492195233	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	-0.13917898329163	0.172605790026139	0.420589617596099	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	-0.115421904749365	0.172195171971801	0.503106756596646	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	-0.045154481948488	0.171973833448749	0.793038273895644	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
59	I	76030	-0.147150218044223	0.171812208287857	0.392324613524815	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
60	I	80108	-0.113498388366525	0.171843813319571	0.509380391615882	ORF	Verified ORF	YAL034W-A	MTW1	SGDID:S000000032
61	I	81262	-0.188086873124426	0.171593183018742	0.273773105788941	ORF	Verified ORF	YAL034C	FUN19	SGDID:S000002134
62	I	81999	-0.235379630683047	0.171848673590279	0.171653928933861	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
63	I	82431	-0.255066947199811	0.172587247325125	0.140325812563013	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
64	I	83284	-0.14891963357712	0.171677721848359	0.386291812243681	Close to 3'-UTR	Close to 3'-UTR	YAL033W	POP5	SGDID:S000000031
65	I	83613	-0.117871846666869	0.171727099078733	0.492917505438195	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
66	I	84112	-0.14950486070468	0.171676280920505	0.384426084440242	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
67	I	84701	-0.107967489863862	0.18394311445638	0.557604897843155	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
68	I	84858	-0.0209818318145744	0.172342021990079	0.90317000730784	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
69	I	85751	-0.0652409014433251	0.173019184184353	0.70634576861253	ORF	Verified ORF	YAL031C	GIP4	SGDID:S000000029
70	I	87445	-0.0805539968851668	0.173366842388602	0.642472319747238	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
71	I	87467	-0.134808411999307	0.174179988110377	0.439472237657299	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
72	I	89070	-0.159516625547304	0.173028473151087	0.357205334923238	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
73	I	89616	-0.0715326395866344	0.172262653293469	0.678208747365937	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
74	I	89679	-0.0946334422374573	0.172252916422109	0.583087548191927	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
75	I	89880	-0.0945323765936475	0.172296755838828	0.583585487420845	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
76	I	91472	-0.0672713109591161	0.173612754419877	0.698635088762713	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
77	I	93789	-0.0767495230311618	0.171812041968034	0.655361051100497	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
78	I	94351	-0.120399611746113	0.172193702878775	0.484881059751933	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
79	I	99148	-0.114995595995063	0.171751573455147	0.503584878276543	ORF	Verified ORF	YAL026C	DRS2	SGDID:S000000024
80	I	101281	2.30018915286278	1.87560151103166	0.220875335546106	Promoter	Promoter	YAL025C_NFR/NDR		
81	I	106011	-0.0927721680532863	0.1790429081358	0.604673994527353	Promoter	Promoter	YAL024C_NFR/NDR		
82	I	106800	-0.11649265979902	0.17198068627957	0.498621902946214	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
83	I	107970	-0.0790945540987485	0.171530917057438	0.64500394320674	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
84	I	109000	-0.0208695565800264	0.171881365597152	0.903428746953221	ORF	Verified ORF	YAL022C	FUN26	SGDID:S000000020
85	I	112549	-0.266203021053218	0.17110475921237	0.120654172017489	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
86	I	112742	-0.232463955216753	0.171914621511268	0.177175123203063	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
87	I	113050	-0.222003482903114	0.171663142924638	0.196770032501609	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
88	I	113135	-0.240807667215069	0.171151825408238	0.160312321150058	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
89	I	114076	-0.143749144759514	0.17146044008299	0.402384183318449	ORF	Verified ORF	YAL020C	ATS1	SGDID:S000000018
90	I	114628	-0.111633045670742	0.171962638361584	0.516650414493434	ORF	Dubious ORF	YAL019W-A	YAL019W-A	SGDID:S000028729
91	I	116283	-0.123154162462716	0.172898056812233	0.476753561197265	ORF	Verified ORF	YAL019W	FUN30	SGDID:S000000017
92	I	126880	-4.53892558955778	3.23739139995961	0.161784476789375	Close to 3'-UTR	Close to 3'-UTR	YAL016W	TPD3	SGDID:S000000014
93	I	127853	0.030701667433237	0.172692385131408	0.858995839994162	ORF	Verified ORF	YAL015C	NTG1	SGDID:S000000013
94	I	128302	0.0222249989644084	0.172032681800441	0.897280440905257	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
95	I	128704	-0.0186560189578884	0.172205135798873	0.91379070319396	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
96	I	128911	0.0499883553956645	0.172206505733986	0.771771373680358	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
97	I	130267	0.107696969368148	0.172049958233062	0.531743496075583	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
98	I	130271	0.101651392690539	0.172264792354098	0.555509166288314	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
99	I	130613	0.189235983608978	0.173668511422268	0.276615477720673	Promoter	Promoter	YAL012W_NFR/NDR		
100	I	132012	-0.0775311006873525	0.173542030004609	0.655324548004403	Promoter	Promoter	YAL011W_NFR/NDR		
101	I	133231	-0.16085266613194	0.172146528292873	0.350739464344237	ORF	Verified ORF	YAL011W	SWC3	SGDID:S000000009
102	I	137074	-0.178243203185877	0.171852497019572	0.300358588958593	ORF	Verified ORF	YAL008W	FUN14	SGDID:S000000006
103	I	137304	-0.248409805621122	0.171665578116423	0.148768499337765	ORF	Verified ORF	YAL008W	FUN14	SGDID:S000000006
104	I	139686	-0.157066908442612	0.17219743625069	0.362321371238698	ORF	Verified ORF	YAL005C	SSA1	SGDID:S000000004
105	I	149562	-0.177009315170562	0.172536516682708	0.305630008074425	ORF	Verified ORF	YAL001C	TFC3	SGDID:S000000001
106	I	150447	-0.135567492347001	0.17456115269654	0.437903710229985	ORF	Verified ORF	YAL001C	TFC3	SGDID:S000000001
107	I	151446	-0.0606370668625047	0.350971015838848	0.862931673173208	Promoter	Promoter	YAL001C_NFR/NDR		
108	I	154084	-0.156955754013512	0.175050757892391	0.370527465181068	ORF	Verified ORF	YAR002C-A	ERP1	SGDID:S000002129
109	I	156633	-0.140371209170149	0.177495461688648	0.429566072427266	Close to 3'-UTR	Close to 3'-UTR	YAR003W	SWD1	SGDID:S000000064
110	I	157269	-0.211590212344929	0.171700394207322	0.21864889800965	ORF	Verified ORF	YAR007C	RFA1	SGDID:S000000065
111	I	160054	-0.17933990424222	0.173441664109636	0.301840718671529	Other features	Replication	ARS109	ARS101	SGDID:S000077372
112	I	166222	-0.154899000724269	0.172222144414125	0.369045326644575	Promoter	Promoter	tA(UGC)A_NFR/NDR		
113	I	166416	-0.149765018728426	0.171884594766034	0.384176295416167	Close to 3'-UTR	Close to 3'-UTR	YAR010C	YAR010C	SGDID:S000000068
114	I	167326	-0.171709904399357	0.172805615301063	0.321069399134169	ORF	Verified ORF	YAR014C	BUD14	SGDID:S000000069
115	I	168836	-0.153326002941151	0.172033607546907	0.373398864930503	ORF	Verified ORF	YAR014C	BUD14	SGDID:S000000069
116	I	171200	-0.259446019002766	0.171931329628562	0.132190842256111	ORF	Verified ORF	YAR018C	KIN3	SGDID:S000000071
117	I	171431	-0.333884678478927	0.172649641405372	0.0539262640815694	ORF	Verified ORF	YAR018C	KIN3	SGDID:S000000071
118	I	173339	-0.295585753284077	0.171491957550615	0.0856533393760125	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
119	I	173845	-0.292548535333358	0.171363369276183	0.0886674751831387	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
120	I	175121	-0.349562654655659	0.170717318871929	0.0413377991522209	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
121	I	175281	-0.3356323434671	0.170943255442761	0.0503827714087365	ORF	Dubious ORF	YAR019W-A	YAR019W-A	SGDID:S000028735
122	I	175315	-0.344770796898512	0.170837311164165	0.044334416585598	ORF	Dubious ORF	YAR019W-A	YAR019W-A	SGDID:S000028735
123	I	175523	-0.342893143291442	0.17182704670586	0.0467486998965858	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
124	I	175541	-0.341158967082216	0.171127678081431	0.046965683123292	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
