SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.149067607661078	0.0754701013862204	0.049025559149721	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.117200975620417	0.0764621577539664	0.126221550042966	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.147992847608054	0.129405452800112	0.25354921388445	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.0328231483179824	0.12916627830896	0.799554314024791	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.172161106646781	0.0949057583507774	0.0705232668704535	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.0911293803852311	0.0832631742417479	0.27449337248232	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.6862149482228	0.477425801901279	0.151512112475607	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.020795055124852	0.065311671328438	0.750371931639103	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0437412141478312	0.0642979405422442	0.496767090657029	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.814925895444445	0.585936608398953	0.165159444456037	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.279480120588249	0.443619657219008	0.529102548298556	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.179013538525584	0.0649578693984602	0.0061579335988012	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.181341062669897	0.0648552177293291	0.0054555612170834	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.175577330937442	0.0662643648158353	0.0084198913278842	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.178884468081771	0.0648745415795644	0.0061294355468322	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.177610460096842	0.0621023973690402	0.0044889212731353	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.177610460096842	0.0621023973690402	0.0044889212731353	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
