SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.121136902135458	0.106404664413343	0.25570265724296	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0204080912996127	0.107760542791613	0.849900935746792	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	-0.0380306960424885	0.182105733344877	0.834694736925787	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.417673643309129	0.180094291737047	0.0209547719966949	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.147328620597105	0.133707774160856	0.27126878240455	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.115656384680764	0.116999258354435	0.32357396321001	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.492209691046971	0.672106583265682	0.464447792981679	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.126982157473009	0.0915096047459362	0.16612276972205	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.123142364661759	0.090142876933879	0.172783556499861	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	0.182940910258525	0.825281047728879	0.824698152972706	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.583452522405994	0.622745068862576	0.349448332534196	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.002400209226388	0.0922249540716951	0.979251630308097	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0041625857171536	0.0921075615205445	0.963979298836141	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0245387267035834	0.0939959774346209	0.794197351978232	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0016111791831858	0.0921077880570699	0.986053739693383	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
