SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.180678447987652	0.0737332607308856	0.0147531473503154	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0759901887564541	0.0750623085849193	0.312058649752206	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.158342747539971	0.126754161722913	0.212415460258514	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.0441930163394222	0.12655470321688	0.727146700164825	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0705707291805018	0.0933513484684082	0.45017192746963	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0369519426654987	0.0817009695494543	0.651343076274637	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.20403490542112	0.469052084147603	0.663832501317443	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0128770697880152	0.0640018714281188	0.84065937719099	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.029734783531326	0.0630244553861925	0.637362789556727	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.257666502389041	0.575543907152824	0.654649981216771	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.0591532428476733	0.434918458791504	0.891890934827456	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0118707082758087	0.0643276282662157	0.853699626003058	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0157549322082445	0.0642434965858012	0.806414835266506	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.01574110057081	0.0655670068088851	0.810410268178816	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0117926444795731	0.0642459030943253	0.854468105010074	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0590956362071178	0.0614722558043766	0.337040105826501	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0590956362071178	0.0614722558043766	0.337040105826501	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0687506431439338	0.0614448058555204	0.263943258820524	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0262979266268776	0.0611261941359807	0.667295582214236	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.0842985026155443	0.136949300921332	0.538591292491908	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.208689065326092	0.142423404880476	0.143736746572894	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.426393737420726	0.3858854552178	0.269923037539838	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.239978609116249	0.124681563322587	0.0550662795908059	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	-0.358736329493112	0.366746989199541	0.328666287870134	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.0633058308593104	0.0630547257446275	0.316074832611054	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0443619427472536	0.0609344938886165	0.467079832502009	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	-0.0046234202636981	0.084048665054542	0.95616253447499	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.0440375133359621	0.0842316552286487	0.60143147116385	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	0.0411043282634501	0.0606263220501993	0.498219183147658	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.0480845337682725	0.122423104737551	0.694723957074689	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.101108393794033	0.0607559287123633	0.0969651785595959	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0794600478422107	0.0608995520503589	0.192820349057573	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	-0.0007685037563775	0.0607676438308085	0.989916890682239	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	-0.0014425347221478	0.0605990529750612	0.981021940864421	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	0.0252407427816879	0.102011454616389	0.804718940515852	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	-0.0005968453829865	0.0937086936042812	0.994921780152193	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	0.0479956965086469	0.0608034005352481	0.430432218428036	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	0.0550667441108687	0.0608690399072875	0.366254199432694	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	0.0477156905287245	0.0608040248392478	0.433129063842213	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	0.0369885593015205	0.0607276050282927	0.542856764400447	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	0.0455753524419152	0.0623658712455654	0.465402003626599	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	0.0855337932980782	0.0605579777465676	0.158704919778333	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	0.0784025722314756	0.0605393160065781	0.196142897278301	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	-0.0013307081377544	0.0606161858815182	0.982497837436373	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	0.0084146343365472	0.0606069593003825	0.88965622395106	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	0.0042529199818682	0.0632992533384183	0.946470456373883	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	0.0101453269745021	0.062399785001646	0.870937496898308	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	0.035771752285386	0.0650459891739787	0.582704504139238	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	0.0335398537159491	0.0606108954684739	0.580364863506777	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	0.0260939998158284	0.06099350571764	0.669045936945293	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	-0.0184845115333781	0.0608360855865315	0.761427862882711	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	8.41380529617575e-06	0.0606829652892128	0.999889450152009	Unstable transcript	SUT	SUT003		
53	I	69820	-0.663322339440508	0.234815014316563	0.0049987437009784	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	-0.03910960865971	0.147316481539968	0.790794532995835	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	-0.0757535377390486	0.0973966761752647	0.437217561269423	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	-0.0363478896184202	0.0609859185487677	0.551554098162076	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	-0.0390954401111915	0.0608185636474355	0.520757666435532	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	-0.0124141237408794	0.0607396246635852	0.83817229493357	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
59	I	76030	0.0132033518031487	0.0607391531830889	0.828039413069438	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
60	I	80108	-0.0521984977970931	0.0606652727383065	0.390133546499993	ORF	Verified ORF	YAL034W-A	MTW1	SGDID:S000000032
61	I	81262	-0.049018906969703	0.0606498068036554	0.419503343349838	ORF	Verified ORF	YAL034C	FUN19	SGDID:S000002134
62	I	81999	-0.0472978074269777	0.0608020578280054	0.437150120979107	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
63	I	82431	-0.0510421630078437	0.0610818328334896	0.403925093450514	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
64	I	83284	-0.0637981229276932	0.0606022384650016	0.293182341989252	Close to 3'-UTR	Close to 3'-UTR	YAL033W	POP5	SGDID:S000000031
65	I	83613	-0.0556006396688879	0.0606184140891267	0.359651709770213	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
66	I	84112	-0.0792404171626442	0.0605505900931855	0.191499324460049	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
67	I	84701	-0.114850296946369	0.0647081685729319	0.0767766787357544	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
68	I	84858	-0.0711070605547409	0.0607508278615036	0.242601193707273	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
69	I	85751	-0.0200853858319895	0.061109437205885	0.742593260199534	ORF	Verified ORF	YAL031C	GIP4	SGDID:S000000029
70	I	87445	0.0190142838860182	0.0612396264432263	0.756371700066173	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
71	I	87467	0.0110516204531264	0.0615658141881362	0.857641010135207	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
72	I	89070	-0.0050873902056971	0.0611826861994749	0.933778752511585	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
73	I	89616	0.0313359884523767	0.0608312902137713	0.60678499016555	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
74	I	89679	0.0059904399100146	0.0608610210113019	0.92164816066541	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
75	I	89880	0.01032174176451	0.0608747982946978	0.865455749410401	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
76	I	91472	-0.0174496189317158	0.0613221231966626	0.776150670618809	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
77	I	93789	0.0106106142040872	0.0606946676555529	0.861321654700793	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
78	I	94351	0.0097196789224374	0.06085484066217	0.873193722682967	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
79	I	99148	0.0044690960146036	0.0606968289107876	0.941346653851714	ORF	Verified ORF	YAL026C	DRS2	SGDID:S000000024
80	I	101281	0.871593177922082	0.662206977520336	0.188962785387446	Promoter	Promoter	YAL025C_NFR/NDR		
81	I	106011	-0.0428583787144714	0.0632168257956187	0.498242198883609	Promoter	Promoter	YAL024C_NFR/NDR		
82	I	106800	-0.0023604127877524	0.060779038779869	0.969043122281568	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
83	I	107970	0.0201947698834692	0.0605895683613125	0.739102397737131	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
84	I	109000	0.0012669271102125	0.0607058602448564	0.983361204472534	ORF	Verified ORF	YAL022C	FUN26	SGDID:S000000020
85	I	112549	-0.0337260919756317	0.0606106027105603	0.57826347115287	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
86	I	112742	-0.0233062175359068	0.0608607805553786	0.701992424152346	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
87	I	113050	-0.036063883287671	0.0607406927012244	0.553069543598939	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
88	I	113135	-0.0485667243347037	0.0605610853754033	0.423123676654436	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
89	I	114076	-0.050991690957339	0.0605554385341741	0.400320995660373	ORF	Verified ORF	YAL020C	ATS1	SGDID:S000000018
90	I	114628	-0.0733554576189515	0.0606440238826127	0.227239043455585	ORF	Dubious ORF	YAL019W-A	YAL019W-A	SGDID:S000028729
91	I	116283	0.0073132767270163	0.0611063300730035	0.904803805278631	ORF	Verified ORF	YAL019W	FUN30	SGDID:S000000017
92	I	126880	-3.11073360216073	1.13453546995108	0.0064204774135443	Close to 3'-UTR	Close to 3'-UTR	YAL016W	TPD3	SGDID:S000000014
93	I	127853	-0.0251652875344702	0.0609790859521317	0.680086347051238	ORF	Verified ORF	YAL015C	NTG1	SGDID:S000000013
94	I	128302	0.0021962234744375	0.0607593954673521	0.971186186411334	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
95	I	128704	0.0331263593016143	0.0607944279292122	0.586172304564627	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
96	I	128911	0.0343431329000953	0.0607992495646092	0.572527001553714	ORF	Verified ORF	YAL014C	SYN8	SGDID:S000000012
97	I	130267	-0.0730315877719047	0.0606735016309532	0.229519156754738	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
98	I	130271	-0.072442612273356	0.0607478063241042	0.233860732945683	ORF	Verified ORF	YAL013W	DEP1	SGDID:S000000011
99	I	130613	-0.0683389519999092	0.0613311114753611	0.265924708951348	Promoter	Promoter	YAL012W_NFR/NDR		
100	I	132012	-0.0407411262499618	0.061270104588584	0.506521134335007	Promoter	Promoter	YAL011W_NFR/NDR		
101	I	133231	-0.008202748480062	0.0608718551829705	0.892882884889167	ORF	Verified ORF	YAL011W	SWC3	SGDID:S000000009
102	I	137074	-0.0404479461716521	0.0607487120523411	0.505958494764328	ORF	Verified ORF	YAL008W	FUN14	SGDID:S000000006
103	I	137304	-0.0212030767594944	0.0607975018547086	0.727485560870966	ORF	Verified ORF	YAL008W	FUN14	SGDID:S000000006
104	I	139686	-0.0279828611333755	0.0608696673661348	0.646001890883816	ORF	Verified ORF	YAL005C	SSA1	SGDID:S000000004
105	I	149562	-0.0221544391470075	0.0610153988232186	0.716750597595088	ORF	Verified ORF	YAL001C	TFC3	SGDID:S000000001
106	I	150447	3.48536521183607e-05	0.0617037166948592	0.999549630021921	ORF	Verified ORF	YAL001C	TFC3	SGDID:S000000001
107	I	151446	-0.230329198556898	0.123352622613086	0.0626964322678017	Promoter	Promoter	YAL001C_NFR/NDR		
108	I	154084	-0.0230129610586666	0.0618822282720911	0.710202947395448	ORF	Verified ORF	YAR002C-A	ERP1	SGDID:S000002129
109	I	156633	-0.0095559283577811	0.0627408501829885	0.879031093773845	Close to 3'-UTR	Close to 3'-UTR	YAR003W	SWD1	SGDID:S000000064
110	I	157269	0.0052938796676364	0.0607703610997522	0.930631200532336	ORF	Verified ORF	YAR007C	RFA1	SGDID:S000000065
111	I	160054	-0.0464831366453499	0.0612984814704468	0.448772514198678	Other features	Replication	ARS109	ARS101	SGDID:S000077372
112	I	166222	-0.0476790999584697	0.0608417391617631	0.433766446728811	Promoter	Promoter	tA(UGC)A_NFR/NDR		
113	I	166416	-0.042901961252273	0.0607280995638487	0.480368266708526	Close to 3'-UTR	Close to 3'-UTR	YAR010C	YAR010C	SGDID:S000000068
114	I	167326	-0.0623989122855811	0.0610260429249789	0.307246199522681	ORF	Verified ORF	YAR014C	BUD14	SGDID:S000000069
115	I	168836	-0.0683351276215515	0.0607178835708801	0.261161709940585	ORF	Verified ORF	YAR014C	BUD14	SGDID:S000000069
116	I	171200	-0.0604027182003269	0.06083292114436	0.321425108522677	ORF	Verified ORF	YAR018C	KIN3	SGDID:S000000071
117	I	171431	-0.0445937688471362	0.0612521581296432	0.467074262778463	ORF	Verified ORF	YAR018C	KIN3	SGDID:S000000071
118	I	173339	-0.0796563022688554	0.0606734842991396	0.190080134774369	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
119	I	173845	-0.0646368509509452	0.0606735585325246	0.287458553305765	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
120	I	175121	-0.0740435030059324	0.0605223499683572	0.221991814599299	ORF	Verified ORF	YAR019C	CDC15	SGDID:S000000072
121	I	175281	-0.0735413890986114	0.0605757435074971	0.225543954571913	ORF	Dubious ORF	YAR019W-A	YAR019W-A	SGDID:S000028735
122	I	175315	-0.0745196139230626	0.0605532072529525	0.219274363810768	ORF	Dubious ORF	YAR019W-A	YAR019W-A	SGDID:S000028735
123	I	175523	-0.0741369411612429	0.0608990894902061	0.224275301443624	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
124	I	175541	-0.0742386790042128	0.0606491501226305	0.221742946748495	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
125	I	175653	-0.0720346528863442	0.0608493820897776	0.237281280800739	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
126	I	175805	-0.114936430223665	0.0641273902071383	0.0739388695394693	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
127	I	175818	-0.0829884453212806	0.0627833904240234	0.187083494590279	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
128	I	175856	-0.0694998707194585	0.0618661013228576	0.262034549507039	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
129	I	175876	-0.0688718703311457	0.0609165996093164	0.258994077610604	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
130	I	175989	-0.0863958314652407	0.0610279147727873	0.157751687371065	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
131	I	176001	-0.0922684495799798	0.0613234824332795	0.133316360208599	Close to 3'-UTR	Close to 3'-UTR	YAR019C	CDC15	SGDID:S000000072
132	I	176451	-0.0665058229990005	0.0621585981064049	0.28537842363835	Close to 3'-UTR	Close to 3'-UTR	YAR020C	PAU7	SGDID:S000000073
133	I	177692	-0.078748103906713	0.0605380455313034	0.194174207663362	Close to 3'-UTR	Close to 3'-UTR	YAR020C	PAU7	SGDID:S000000073
134	I	178191	-0.0870423036900623	0.060566292557647	0.151563688981132	Intergenic region	Intergenic region	A:177024-179280		
135	I	178224	-0.078748103906713	0.0605380455313034	0.194174207663362	Intergenic region	Intergenic region	A:177024-179280		
136	I	178960	-0.0996411138465671	0.0609372907668558	0.102910672372486	Close to 3'-UTR	Close to 3'-UTR	YAR023C	YAR023C	SGDID:S000000074
137	I	179139	-0.211514142833488	0.120708619519889	0.0805955571995156	Close to 3'-UTR	Close to 3'-UTR	YAR023C	YAR023C	SGDID:S000000074
138	I	179139	-0.231185874512083	0.243855217576635	0.343754775637337	Close to 3'-UTR	Close to 3'-UTR	YAR023C	YAR023C	SGDID:S000000074
139	I	180955	-0.084158135583781	0.0701025746984305	0.230750225739244	Intergenic region	Intergenic region	A:179821-181140		
140	I	183802	-0.0959954513813269	0.0604751564463199	0.11332789260986	ORF	Verified ORF	YAR027W	UIP3	SGDID:S000000075
141	I	183954	-0.106699707227	0.0608680951453578	0.0804758713531465	ORF	Verified ORF	YAR027W	UIP3	SGDID:S000000075
142	I	184450	-0.0942761769223354	0.0603890896051412	0.119385375307833	ORF	Verified ORF	YAR027W	UIP3	SGDID:S000000075
143	I	184641	-0.096256967474955	0.0621498179197987	0.122328435209951	Close to 3'-UTR	Close to 3'-UTR	YAR027W	UIP3	SGDID:S000000075
144	I	184718	-0.0808740013201431	0.060789286683798	0.184245688418808	Promoter	Promoter	YAR028W_NFR/NDR		
145	I	185296	-0.0902383750622989	0.0604925978014892	0.136664116542817	ORF	Uncharacterized ORF	YAR028W	YAR028W	SGDID:S000000076
146	I	185438	-0.0961312578461526	0.0604697521398485	0.112788317642025	ORF	Uncharacterized ORF	YAR028W	YAR028W	SGDID:S000000076
147	I	185469	-0.0955450262805054	0.0605602746937166	0.115533715645907	ORF	Uncharacterized ORF	YAR028W	YAR028W	SGDID:S000000076
148	I	185503	-0.089103382965179	0.0604304207552726	0.141243943293146	ORF	Uncharacterized ORF	YAR028W	YAR028W	SGDID:S000000076
