SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0624087350843028	0.0945597469410023	0.509688957261994	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0194857487814371	0.0956475619714136	0.83868621146973	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.227963859140282	0.161191140729756	0.158171180264643	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.121760471955067	0.160934602420739	0.449804044909301	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.0293219790653412	0.118872779212591	0.805309412692975	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0477802680975095	0.103961153489822	0.646088195039742	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.129766222377314	0.596975286250185	0.828043369986355	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0109649030925578	0.0814431200969186	0.892979055519318	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0226884790254376	0.0802129993468551	0.777455394175628	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	0.295496776960182	0.732402109746125	0.686852302860772	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.191051426162894	0.553342311380337	0.730098501403475	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.134743975531832	0.081544243105416	0.099341496999799	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.138550244355966	0.081421707174266	0.089703817226859	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.10925285830934	0.0832360710980464	0.190181888744368	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.121733168192597	0.0814978184744353	0.136147727145707	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.151934594954377	0.0779054281394928	0.0519382292957822	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.151934594954377	0.0779054281394928	0.0519382292957822	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.189036165365516	0.077676361551276	0.0154434744819141	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.163251161682057	0.077314994038955	0.0354311196721873	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.352024571974341	0.173347923338524	0.0430304651523878	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.26154793534079	0.181246178182087	0.149892165943969	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.0774006779536078	0.491859357008881	0.875048399168991	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.302295503596292	0.158670361303419	0.057569103679805	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.262602731111269	0.467097956214206	0.574336194011243	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.138409476133431	0.0800113776416577	0.0845271486094318	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.160914332726433	0.0771214732228975	0.037650152913061	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
