SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0701371893533094	0.184386347240522	0.703890889626517	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.156285832958721	0.186256061539807	0.401985967517133	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.289278922244966	0.31469695364571	0.35860290571409	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.518084691776643	0.312725386245693	0.0984734816550596	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.394002474570632	0.230769119127589	0.08863726116665	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.362066589821274	0.201777605391624	0.0736073732480445	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	0.853162192823381	1.16278163129079	0.463603257132621	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.186700037268048	0.158437031797294	0.239436347103596	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0876238689726492	0.156294741115965	0.575403930271735	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	1.6564885461477	1.42516087722221	0.245891984146946	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.817173315830418	1.07784810527777	0.448865499843089	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0433249696305928	0.159538228393771	0.786115402216195	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0348238878685951	0.159341324595924	0.827127675839306	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.045702933552156	0.162616221748373	0.778838386607837	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.0285919468840992	0.159344837636238	0.857699564255236	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.037906012600849	0.152651340271693	0.804033085481218	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.037906012600849	0.152651340271693	0.804033085481218	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0340047842298644	0.152656415442167	0.823856023133877	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0349869087485723	0.151635217833387	0.817657641276702	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.162722086181169	0.339737383906516	0.632260562160792	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.174027184727853	0.354194072952899	0.623496387713218	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	1.22479198425544	0.95651893041891	0.201221274258926	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.0712717155216644	0.310834015154241	0.818774856117997	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.503915354421578	0.91045316170737	0.580286852709943	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.050667577486516	0.156590012986793	0.746456434501667	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0334863191006089	0.151234365791399	0.824893418520788	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	0.25968256237057	0.208002055841978	0.212689472451713	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	0.0015931643003073	0.208994576118149	0.99392209621651	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	-0.0137688202145692	0.150463200721777	0.927139622299106	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.146695420059045	0.303603196803256	0.629266477522733	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0331559389577028	0.151268235021536	0.82663153316786	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0326786697833966	0.151398582908888	0.829233016380966	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	0.0723447421461478	0.150668463117645	0.631412097218714	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	0.112507073876359	0.150180264773304	0.454267604585581	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	0.0199667225166946	0.253031393330927	0.937148873444735	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	0.101672245961741	0.2323559502944	0.661964829012972	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	0.0108758272274797	0.150938235117263	0.942599088884605	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
