SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.053890358577957	0.0809395521078807	0.505967425039845	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0874633635046306	0.0817439401176658	0.285364972256578	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.0209865697291374	0.138360820850411	0.879525978109232	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.204387970626385	0.13743720017872	0.137871237285405	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.155883784386615	0.101421664682518	0.125192307822524	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0948289578143879	0.0888711826971733	0.286683738809077	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.222448502313614	0.510890773626676	0.663528755926529	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.005671399710792	0.0697141145918183	0.935207931304861	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0270574340748062	0.0686527074704264	0.693730111309652	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.707334180769737	0.625928591883886	0.259220009894603	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.0408479310745036	0.473720151599963	0.931334077721559	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0282254060989893	0.0700528581436326	0.687254046563758	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0247903573334225	0.0699674694034205	0.723316165775856	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0437031257432065	0.0713834564486696	0.540779448184517	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.034254628419448	0.0699561557091153	0.624679699030667	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.0129552507215159	0.0670395595321703	0.846876007591165	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.0129552507215159	0.0670395595321703	0.846876007591165	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0397548283308361	0.0670107930042797	0.55338701888333	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0082667841064406	0.0665945855539512	0.90127826583935	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.0417971264178902	0.149228486054252	0.779573956712974	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.49488638716559	0.1533527951296	0.0013675248791656	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.0656454581667951	0.421017792434194	0.876184525166286	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.0873887335880568	0.136434506820275	0.522251560643169	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.0399472492013935	0.399995778865996	0.920504879766443	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0195606653602287	0.068769246410063	0.776240649441982	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0345870460387251	0.0663940787335106	0.602738181331725	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	-0.0716135480719853	0.0914667258475609	0.434183496027873	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.0181591241844643	0.0917754543379251	0.843264802792229	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	0.0129579245091278	0.0660735077746361	0.844633968809332	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	-0.0095050242303074	0.133371291755257	0.943225304879983	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0465837076817693	0.0663880937139382	0.48333630971875	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0351722129576354	0.0664651282634529	0.597011144395796	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	-0.0316920969313559	0.0661665713145237	0.632253366878555	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	0.0197410411779407	0.0659961142919026	0.765021236745481	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.196083963406581	0.110629217270006	0.0771835055166176	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	-0.0678442276897178	0.102003521049256	0.506410270754524	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	0.108244777422664	0.0660345737369665	0.102059632368631	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	0.110549970913769	0.066113993639363	0.095388412233608	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	0.0505378704282594	0.0662308238385536	0.445939241683073	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	0.002121208250069	0.0661790958862662	0.974448264858712	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	-0.0292091212121746	0.0679624256013801	0.667615449093773	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	-0.0229284111016802	0.0661345478608547	0.729028244561125	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	-0.0250597314263508	0.0660823628770412	0.704752757832668	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	0.0133951546313969	0.0660192815296467	0.83933195737313	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	0.0170471948526988	0.0660086031505316	0.796358946789869	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	0.0896135909981042	0.0687807420019169	0.193462326275441	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	0.077151531767903	0.067844167022397	0.256231276785274	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	0.057309721770275	0.0708127010139037	0.418879626057551	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	0.0421791155036269	0.0660077855729064	0.52323595179505	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	0.0296937637259713	0.0664324859866419	0.655166100420917	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	0.0486567044090209	0.0662206448176581	0.462969604059887	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	0.0259150753843461	0.0660814283132566	0.695170151149029	Unstable transcript	SUT	SUT003		
53	I	69820	-0.250569186345743	0.258290889263439	0.332658565574977	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	-0.0295068044337574	0.16046528943061	0.854210991049019	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	0.0722132744096333	0.10610562825985	0.496583990951938	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	-0.0673184571879674	0.0663625569284155	0.311084689283771	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	-0.0571707636093614	0.0662123927920363	0.388479088794474	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	-0.0678042321157805	0.0660629516658818	0.30542570013037	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
59	I	76030	0.001061188991158	0.066161425529164	0.98721202742821	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
60	I	80108	-0.054027057478064	0.066083271608409	0.414159788886153	ORF	Verified ORF	YAL034W-A	MTW1	SGDID:S000000032
61	I	81262	-0.0804166402610148	0.0659821229112391	0.22374759711826	ORF	Verified ORF	YAL034C	FUN19	SGDID:S000002134
62	I	81999	-0.0776728646459938	0.0661532258813857	0.241132181219938	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
63	I	82431	-0.0636570621731727	0.0665097965779383	0.339167740989849	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
64	I	83284	-0.127545294626477	0.0657619703521863	0.0532369734771695	Close to 3'-UTR	Close to 3'-UTR	YAL033W	POP5	SGDID:S000000031
65	I	83613	-0.116269683469138	0.0658138400550698	0.0781518703088223	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
66	I	84112	-0.108583141205833	0.0658583395686684	0.100090978882718	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
67	I	84701	-0.0915907893375454	0.0706258188214895	0.195531310527477	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
68	I	84858	-0.0961638988561292	0.0661001524241334	0.146607408501602	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
69	I	85751	-0.109111712209813	0.0663167228950765	0.100795544693356	ORF	Verified ORF	YAL031C	GIP4	SGDID:S000000029
70	I	87445	-0.108537033221415	0.0664606515054247	0.103339104060807	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
71	I	87467	-0.132980440942176	0.066685923038468	0.0469066478736227	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
72	I	89070	-0.101874753589256	0.0664198125226952	0.125974428830609	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
73	I	89616	-0.0912072112396098	0.0661042682142	0.168537656457209	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
74	I	89679	-0.0864142244048294	0.0661309212457005	0.192160394214716	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
75	I	89880	-0.0899998049996135	0.0661342121514243	0.174424193400273	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
76	I	91472	-0.0778453016734901	0.066671033502222	0.243754968949696	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
77	I	93789	-0.0373128514601727	0.0660815944276615	0.572671714382594	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
78	I	94351	-0.0256901054645349	0.0662713190910171	0.69850837897831	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
79	I	99148	-0.0217538528842305	0.0661012902666249	0.742276205286632	ORF	Verified ORF	YAL026C	DRS2	SGDID:S000000024
80	I	101281	0.317141481833072	0.722845768842298	0.661118213981619	Promoter	Promoter	YAL025C_NFR/NDR		
81	I	106011	-0.0329383625690939	0.0688782055276707	0.632795568055135	Promoter	Promoter	YAL024C_NFR/NDR		
82	I	106800	0.0013373344528439	0.0662005683508924	0.983894241539859	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
83	I	107970	-0.0071125161061112	0.0660033922146697	0.91424740772121	ORF	Verified ORF	YAL023C	PMT2	SGDID:S000000021
84	I	109000	-0.0417169769356527	0.0660835088884281	0.528268186812486	ORF	Verified ORF	YAL022C	FUN26	SGDID:S000000020
85	I	112549	-0.0092942428232028	0.0660440983423598	0.888165225100381	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
86	I	112742	-0.0324062797203358	0.066280827597875	0.625199209847784	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
87	I	113050	-0.00349419926109	0.0661914636729697	0.957929669000284	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
88	I	113135	-0.0233524427185019	0.0660114306132899	0.723727233313441	ORF	Verified ORF	YAL021C	CCR4	SGDID:S000000019
