SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.178462563039134	0.0722246408974603	0.0139475052351907	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0434776232161135	0.0736071354224215	0.555118645377283	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.185118983809931	0.124061694205897	0.136552276987465	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.130917537111129	0.123808234490069	0.291042170478548	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0859203882505879	0.0914138673309366	0.347908785654466	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0644625966499894	0.0799902120709049	0.420853970302384	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	0.06922739919349	0.459627981254864	0.880364544311052	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0282080434561043	0.0626867894255132	0.652998282850503	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0631217462102636	0.0616716404739136	0.306766087076763	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.496797838243706	0.563387094756646	0.378482033904244	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.0385671347714336	0.426085894082344	0.92792936795347	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0215114322947259	0.0630129461046408	0.733019776263082	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0197333938333493	0.062934483082016	0.754044575276315	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0112752175255356	0.0642369387408156	0.860767416854051	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0116695709342554	0.0629401820812567	0.853016046628344	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.046399324394605	0.0602511552335887	0.4417565158831	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.046399324394605	0.0602511552335887	0.4417565158831	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0674103309929981	0.0601958916384603	0.263539315240266	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0373126292744853	0.0598667023797352	0.533514966105505	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.016637152905508	0.134235164604052	0.901433048659263	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.258619983662467	0.13927406771075	0.0641561789200278	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.181001913647515	0.378573834350179	0.632864148527519	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.216245795504431	0.122246326501107	0.0777682115480668	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	-0.0503581663857373	0.359770255751949	0.888761055690684	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.0563021898160189	0.0617887825915345	0.362809673681777	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	0.0500745584248735	0.0596814502061006	0.402020001120019	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	-0.0536578565523254	0.0822913668665799	0.514795044951299	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.0495350903854463	0.0825096578294723	0.548654856147614	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	0.0463985146653109	0.0593815520321796	0.435113070534641	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.0698832128742026	0.119903645343636	0.560381149573914	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0955175395590361	0.0595375652889518	0.109536943136413	Promoter	Promoter	YAL058W_NFR/NDR		
