SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.248190587464021	0.188539229028723	0.188898269328442	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.1341481946057	0.190935639150005	0.482778505298894	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.46999611983531	0.321922853639669	0.145189044357011	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.141149131792634	0.321642805069689	0.66104729027608	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.132051573560926	0.23736711314759	0.578346025381026	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.11442933259121	0.20763723858306	0.581912271819518	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-1.03449811897079	1.19127774512443	0.385768824561793	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0089885089646055	0.162687685268689	0.955970482009103	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0049819150125756	0.160244958839785	0.975215836136984	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-1.02997870755002	1.46229747999913	0.481675207007506	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.556203958221659	1.10510217296067	0.615063433651816	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0466306005824053	0.163496115116054	0.775651116825506	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0489610100774371	0.163286337370122	0.764469919458343	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.027360305848548	0.166664543646897	0.869696054143209	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0663106725288567	0.163268988060952	0.684883103119152	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0284577132842577	0.156446388197661	0.855765034342957	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0284577132842577	0.156446388197661	0.855765034342957	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0306739530113732	0.156447735109211	0.844671970152792	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0238913777955665	0.155405230511772	0.877905750966876	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.344391303260402	0.347799892003921	0.322754824402452	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.180788937353254	0.362981539978525	0.618747337924512	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	1.9984894291539	0.976758358888264	0.04149270756544	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	-0.080001315118869	0.318543997037512	0.801846720394143	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.251061162492525	0.933359195559966	0.788097101306757	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0664379625487671	0.160461323050789	0.679093731269045	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.0032863115271707	0.154998578181076	0.983096335116552	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	0.226261391096162	0.21329494078123	0.289510051919354	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.110007665080349	0.214101670980444	0.607706022703109	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	-0.0779715024450562	0.154143583306144	0.613286920882677	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.172284560703261	0.311106213662221	0.580079664939714	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0285634197682851	0.15502571883489	0.853923484087439	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0256723938369459	0.155160429342719	0.86867893274865	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	0.0442170432492574	0.154440451434722	0.77481263077564	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	0.0068228860603517	0.154029520447497	0.96469353505245	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.0820367970252951	0.259277008184619	0.751881392248024	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	-0.121704727665693	0.238099360711423	0.609564871066014	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	-0.0591106703514861	0.15465357352687	0.70253307542569	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	-0.042692606459295	0.154878658281075	0.782976683771826	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	-0.0597986623568992	0.154652824261389	0.699238029898891	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	-0.17430403901075	0.154158766511311	0.258957952329047	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	-0.125634530134174	0.158499570084847	0.428514725003794	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	-0.124381670341744	0.154217728766326	0.420478686782798	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	-0.0659320169925432	0.154203187645046	0.669227937305298	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	0.059856879047155	0.154040536865943	0.697822048212714	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	0.0501975488564453	0.154030957498284	0.744698718061596	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	0.0704899769080871	0.160850436085958	0.661485406974579	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	0.0944242495647764	0.158533198510537	0.551816235376358	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	0.143447737689535	0.165227489506896	0.385883863925996	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	0.14410007391214	0.153935783534567	0.349859030518783	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	0.113218499116416	0.15495549792065	0.46547657596759	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	-0.0543394624345689	0.154625483878023	0.725478215394176	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	-0.003677601173694	0.154242987851823	0.980991387186896	Unstable transcript	SUT	SUT003		
53	I	69820	-0.337969280252262	0.603289873930965	0.575691255396026	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	-0.164372737548433	0.374382143499107	0.660893427295409	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	-0.0900278576827178	0.247727207129756	0.71651220939501	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	0.0093450708245889	0.15509033155946	0.951986111582899	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	0.0262633298028913	0.154671910652278	0.865264494701519	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	-0.0004443259905343	0.154396260673195	0.997705453694201	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
59	I	76030	0.0373961127007556	0.154383432400935	0.808743551372094	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
60	I	80108	-0.0784013006362412	0.154303342690597	0.611701600661463	ORF	Verified ORF	YAL034W-A	MTW1	SGDID:S000000032
61	I	81262	-0.0424666585693617	0.154284845718792	0.783286435572261	ORF	Verified ORF	YAL034C	FUN19	SGDID:S000002134
62	I	81999	-0.155622173083038	0.154456294709455	0.314361503986019	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
63	I	82431	-0.219534604082552	0.154970550955519	0.157475502319588	Close to 3'-UTR	Close to 3'-UTR	YAL034C	FUN19	SGDID:S000002134
64	I	83284	-0.208932807360327	0.153878238530822	0.175400762550294	Close to 3'-UTR	Close to 3'-UTR	YAL033W	POP5	SGDID:S000000031
65	I	83613	-0.156429495458783	0.154037686611911	0.310550010228236	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
66	I	84112	-0.134860602342345	0.154112467443825	0.382125865882312	ORF	Verified ORF	YAL032C	PRP45	SGDID:S000000030
67	I	84701	-0.136827260233521	0.165045999439157	0.407650471211302	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
68	I	84858	-0.0130487130307103	0.154713400525509	0.932832971008027	ORF	Dubious ORF	YAL031W-A	YAL031W-A	SGDID:S000028731
69	I	85751	-0.104762828840435	0.155250777802302	0.500246175039528	ORF	Verified ORF	YAL031C	GIP4	SGDID:S000000029
70	I	87445	-0.103220154220877	0.155582311085545	0.507479247666826	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
71	I	87467	-0.15944797431545	0.156263988201351	0.308249108358374	Close to 3'-UTR	Close to 3'-UTR	YAL031C	GIP4	SGDID:S000000029
72	I	89070	-0.12378929306645	0.155375186725234	0.426153755912651	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
73	I	89616	-0.0964582390085002	0.154593002630333	0.533063694631856	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
74	I	89679	-0.135102041323219	0.154530601517172	0.382563621741153	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
75	I	89880	-0.112546768606792	0.154621018756527	0.467164736865657	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
76	I	91472	-0.112502148064822	0.155770544489567	0.47063129686771	ORF	Verified ORF	YAL029C	MYO4	SGDID:S000000027
77	I	93789	-0.153623143640045	0.154062711995136	0.319376276344177	ORF	Verified ORF	YAL028W	FRT2	SGDID:S000000026
