SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.183964791031691	0.167856505574546	0.27384139744777	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.155199190766254	0.169780469628785	0.361279389656031	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.289132739371346	0.286843923690292	0.314154821382418	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.242041029727249	0.28593191800892	0.397848017519334	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.0758052914450253	0.211223550362471	0.719894516829935	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.132003032793268	0.184666709022912	0.475194152518944	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-1.27268686685704	1.0587662916602	0.230151060052675	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0681809015789652	0.144687399507844	0.637768284329769	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0624791245815417	0.142520550035255	0.661374089459678	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-1.21145883895662	1.30022359517368	0.352112271698528	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.956279855357898	0.982169738017786	0.330901968385292	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0470668869572351	0.145446666141456	0.746430717096671	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0470947569596766	0.145261728411984	0.745973924971942	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0167313066282366	0.148273203397775	0.910220701343693	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.049041143262452	0.145259903838091	0.735858047784979	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0076370600307313	0.139185742426561	0.95627342617961	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0076370600307313	0.139185742426561	0.95627342617961	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0376917176936158	0.139174131723971	0.786684560981297	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0078116191894992	0.13825756844671	0.954975078357408	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.345581315568102	0.30929712082289	0.264620913926724	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.0617187752540014	0.323016968359529	0.848580783538888	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	2.24957552321921	0.865854185670044	0.0097667837612357	Promoter	Promoter	XUT_1F-15_NFR/NDR		
