SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	-0.010676629486999	0.103009964828231	0.917508688444145	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	-0.0167835309750228	0.104134638497981	0.872050564931426	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	-0.0267857381929977	0.175980908584308	0.879109679382312	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.0604759934823322	0.175323384932548	0.730345144712871	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0908466072338916	0.129338650381979	0.482896791321071	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0378734515065537	0.113199340973738	0.738145860811358	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.456641415382757	0.649521212398346	0.482492278238918	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0704683119190763	0.0885907634160657	0.4268942613243	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0668833091720866	0.0872659209770806	0.443932106602759	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	1.3255586799632	0.794429813579601	0.0960900650381175	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.307055279669995	0.602308710427773	0.610512137290798	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0059830374388048	0.0891200562598726	0.946512573743958	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0061764473450103	0.0890067491330223	0.94471607502709	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0015871164520635	0.0908406767402062	0.986070396211367	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
