SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	-0.126906942571101	0.121414276601415	0.296627716401856	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	-0.126728906688799	0.122747148484693	0.302573466928721	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	-0.241690583570357	0.207348336437676	0.244552736920844	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.193675101037989	0.206742035221934	0.349503988152126	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0708098497068992	0.152740556401746	0.643223226722441	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0054315149259542	0.133649293322872	0.967605824896277	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	0.307553718478922	0.767102242581946	0.688714787206418	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.137968271667509	0.104414512511303	0.187239983340633	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.111449222216471	0.102929689052353	0.27964939360657	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.418876736360442	0.941227472502514	0.656569090455917	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.298335952538762	0.711091754839973	0.675072096659053	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.156631239555672	0.104873391907829	0.136192566642301	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.143403215666944	0.10479291771292	0.172043507781705	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.183042536655107	0.106791266929713	0.0874025789896116	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.145280382849126	0.104785592780732	0.166483393546859	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.110410906785078	0.100489396268527	0.272633831515397	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.110410906785078	0.100489396268527	0.272633831515397	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	-0.10019124775649	0.100521360985533	0.319585118037773	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	-0.0977237233517926	0.0998544634511971	0.32841746209852	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.0082063543303814	0.22408181893011	0.9708069959491	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.673336292358454	0.230856295855847	0.0037639592716331	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	-0.671964052696668	0.631141422191784	0.287748188406755	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.071318042146439	0.204931832737566	0.728041149410543	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	-1.0710967877083	0.597865577729842	0.0740640369495263	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.120589802106191	0.103064947981198	0.242775423272232	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.117320095473456	0.0995292289985876	0.239291596116255	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	0.138255464613984	0.137253709512698	0.314481281660652	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
