SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0775357945686792	0.0733470670936676	0.291185039543972	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.0726666223643646	0.0741659732821426	0.327863835305201	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.155187644267547	0.125233488454983	0.216099720161829	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.005029044430068	0.125053331505801	0.967944296370828	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0880186724959291	0.0921838287299021	0.340323719279973	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0391589590476558	0.0807144401355509	0.627867828168064	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.103331604623326	0.463500106153669	0.823713010733135	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0775926107780536	0.0631004383903513	0.219640270209979	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.012819385144933	0.0622820500194198	0.837043977781259	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.027246780728043	0.568778641319363	0.961819830008004	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.428157097868378	0.429092164449487	0.319049739829359	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0194512024814794	0.0635482849122791	0.759720060075779	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0233754355150964	0.0634637451588184	0.712849912062232	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0073621417662618	0.0647822217280732	0.909584232513176	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.0221488235193688	0.0634649914382575	0.727302807319119	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0054900106227007	0.0608113813124218	0.928116449978243	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0054900106227007	0.0608113813124218	0.928116449978243	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	-0.0126144268227444	0.0608093616488323	0.835784158532678	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0101689936077992	0.0604041426501939	0.866404925807432	Intergenic region	Intergenic region	A:27969-30945		
