SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.218231366234392	0.170086216675438	0.200311676562565	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.213485637326158	0.171972452025422	0.21528434802906	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.189976698681232	0.291079445336275	0.514398549377605	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.329277712971946	0.289676490056332	0.256431238846818	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.536403673349565	0.212291679417932	0.01194932153181	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.454813796116939	0.185802427213287	0.0148581073714176	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.719484948069642	1.07501720069247	0.503755891954685	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.168921719197425	0.146471891473395	0.249579642867634	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.151525442726606	0.144318587416875	0.294465285351925	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	0.829701480337585	1.31920372536415	0.529794372399992	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.0750853817144987	0.997169710134661	0.940019870401273	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0654865334902169	0.147451954070883	0.657227115904998	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0777522433618161	0.147247543808271	0.597804993312789	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0710745628387804	0.150292264012997	0.636570383011152	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.0588472503815265	0.147272382929153	0.689706786539458	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.0157415058338961	0.141121310921425	0.911246854851871	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.0157415058338961	0.141121310921425	0.911246854851871	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	-0.0063431579606343	0.141125679233831	0.964175070321229	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.011235347193701	0.140181460493577	0.936164491741597	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	-0.180608237585512	0.314009444836736	0.565543986526072	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.0353304931809397	0.327524874564099	0.914159167198903	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	1.54086669016661	0.882458052217521	0.0816621689303016	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.0615275660776682	0.287338870529134	0.830570145939129	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.829171479798203	0.8408340621825	0.324744871403988	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0240143811677343	0.144768220059534	0.868345107386385	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.0007772412839225	0.139811319210722	0.995567550752582	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	0.163801764813952	0.19250459472194	0.395402855960331	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.0335665908735505	0.193187128504179	0.862160204453063	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	-0.120245290299252	0.138943078363987	0.387391449733927	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	0.0194202786636328	0.28074282823616	0.944889792436946	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0130183464108128	0.139840724830349	0.925881617309566	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	-0.0059238460025074	0.139962300466321	0.966263877844118	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	0.025793731021472	0.139317206294677	0.853222497651742	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	0.183746580515102	0.138592886480292	0.185762931858822	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.151515436021322	0.233766177372217	0.517309608149304	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	-0.0836667976532466	0.214802804820939	0.697137384506924	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	-0.0848255670722096	0.139455836026733	0.543405446829413	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	-0.0949878280987291	0.139626601562262	0.496761129271398	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
