SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0514276112631699	0.204027110282845	0.8011393420541	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.196929827629918	0.2060112423138	0.339767907104107	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.168479689995391	0.348479454737044	0.629061135513398	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.347298288934658	0.346847256759906	0.317367484252478	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.412603170823734	0.255430957475033	0.107134431344992	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.465209243084875	0.222889958085511	0.0375896175461054	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	0.224246827413456	1.28741814066488	0.861821206030324	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0652473635193174	0.175603640140704	0.710443076853136	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.111142675618636	0.172899125306812	0.520759485330917	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	1.54052674458267	1.57767243388372	0.329507526370456	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.663846170850241	1.19297040652614	0.578245655672184	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0546663896551899	0.176506351429902	0.756961626547809	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0558137435066364	0.176280938946377	0.751720520296002	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0348162500455196	0.179927948754404	0.846677862543083	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0651581827800004	0.176271855744322	0.711867938697522	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	0.0520582940571865	0.16888431553558	0.758075257768942	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	0.0520582940571865	0.16888431553558	0.758075257768942	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
