SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.145774946839733	0.072939291242177	0.046420424609933	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.162875489424098	0.0736447756493723	0.0276318630661106	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.0669887030851299	0.12526303799168	0.593135721731037	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.292352109221911	0.123889141561678	0.018829049300831	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0675665309683673	0.0920915346149616	0.463625399796081	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0721924485398628	0.0805263269389538	0.370592794855377	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	0.629544861107497	0.461609800273089	0.173498561413069	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0614257470910513	0.063054095474926	0.330636551611258	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.0870771781946189	0.0620176602906206	0.161176979742934	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.0489878771945627	0.567905234024438	0.931308121515673	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.615963499332275	0.427785744180801	0.150785365698562	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	-0.0228370084361592	0.0634479415856962	0.719112476171643	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0308684356495248	0.0633576298540188	0.626412317470414	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.029666981380852	0.0646651223609183	0.646675428045392	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.0345261261347665	0.0633522822001208	0.586107081342265	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.000900492918009	0.0607191249515255	0.988175812154398	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.000900492918009	0.0607191249515255	0.988175812154398	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0183404741573995	0.0607122798757582	0.762762595381506	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
