SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0139471554650316	0.120002027767026	0.907540844356975	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.180940665321681	0.120934308911903	0.135497737332692	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.117666170100134	0.204921784935825	0.566197901191436	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.193244972296165	0.204020067514733	0.344191893200339	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.018880322310904	0.150776272237854	0.900420048875043	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.0007235474183391	0.131893616027218	0.995626052896716	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-0.0338513751605944	0.757193701655787	0.964366641841515	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0238193032517826	0.103289374521461	0.817753339096661	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0009034030524118	0.101745854307037	0.99292067914405	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	1.17898918030566	0.927000009622492	0.204269721686967	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	0.80363172141266	0.700619421906467	0.252145932187425	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0045331077988841	0.103821691126242	0.965198170695626	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0033892869552804	0.103689860717586	0.973942845487635	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	-0.0258959729219559	0.105816832555039	0.806811938380321	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0092965571248085	0.103688837030193	0.928609661237694	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.0233233088848646	0.0993307655334967	0.814496629519797	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.0233233088848646	0.0993307655334967	0.814496629519797	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0452342716958665	0.099310951726094	0.649043125502747	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0293831491884941	0.0986637048781863	0.766022518298086	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	0.251844137806248	0.220731465673431	0.254663098575266	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.0645884332303752	0.230526364995894	0.779505002320654	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	0.274039167340986	0.623677740840889	0.66064619380258	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.0962019784270183	0.202209163763006	0.634543363570394	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	-0.422999262214641	0.592258843087869	0.475567161945137	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	-0.0041030807404288	0.101907606796797	0.967906410716846	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.0617617250995238	0.0983597433310242	0.530464510829862	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
27	I	35128	-0.0999850658078407	0.135540468047357	0.461200912035428	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
28	I	35129	-0.129052916007198	0.135818683957483	0.342668194838851	Close to 3'-UTR	Close to 3'-UTR	YAL061W	BDH2	SGDID:S000000057
29	I	36146	0.0151071353769006	0.0979038896690668	0.877456827586317	ORF	Verified ORF	YAL060W	BDH1	SGDID:S000000056
30	I	37255	-0.109188000175111	0.197533692700119	0.580780121108882	Promoter	Promoter	YAL058W_NFR/NDR		
31	I	37409	0.0150949657742644	0.0984332830925058	0.878208120469889	Promoter	Promoter	YAL058W_NFR/NDR		
32	I	37478	0.0191231050609557	0.0985159241909258	0.846199984352509	ORF	Verified ORF	YAL058W	CNE1	SGDID:S000000054
33	I	39144	0.0463906381323761	0.0980405174375027	0.636378493198113	Promoter	Promoter	YAL056W_NFR/NDR		
34	I	41499	0.0881169109441779	0.0976870565550648	0.367654598456677	ORF	Verified ORF	YAL056W	GPB2	SGDID:S000000052
35	I	45359	-0.220055679422388	0.164231237172039	0.181135293457251	Promoter	Promoter	YAL054C_NFR/NDR		
36	I	45634	-0.0034754713198483	0.151234323762936	0.981678648993291	Promoter	Promoter	YAL053W_NFR/NDR		
37	I	51248	0.0193961993698046	0.0982104304320638	0.843552826765768	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
38	I	51462	0.0236270854651278	0.0983409975345393	0.810270707723307	ORF	Verified ORF	YAL051W	OAF1	SGDID:S000000048
39	I	52124	0.0409853724727073	0.0981916277551855	0.67663820849771	ORF	Verified ORF	YAL049C	AIM2	SGDID:S000000047
40	I	52667	0.0449897536542724	0.0980292103551181	0.646558041431338	Promoter	Promoter	YAL049C_NFR/NDR		
41	I	55470	0.0267610850751259	0.100716961161831	0.790620873186059	ORF	Verified ORF	YAL047C	SPC72	SGDID:S000000045
42	I	59265	-0.0352015769733549	0.0979910738637978	0.719635959804464	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
43	I	60165	-0.0250210655464179	0.0979258665363584	0.798477818120695	ORF	Verified ORF	YAL043C	PTA1	SGDID:S000000041
44	I	62308	-0.119161859049233	0.0976214041385857	0.223032168967159	ORF	Verified ORF	YAL042W	ERV46	SGDID:S000000040
45	I	62869	-0.0784633538829611	0.0977257365462506	0.422576568442802	ORF	Verified ORF	YAL041W	CDC24	SGDID:S000000039
46	I	65431	-0.054472429708125	0.102116795825293	0.594069842440036	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
47	I	65451	-0.0590286647970135	0.100660412087215	0.557972197825133	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
48	I	65719	-0.0994167789964828	0.104887884933252	0.343860064987778	Close to 3'-UTR	Close to 3'-UTR	YAL041W	CDC24	SGDID:S000000039
49	I	66841	-0.129016120490918	0.0976198093475819	0.187151188180299	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
50	I	66948	-0.146264290345799	0.0981533743468286	0.137074967689846	ORF	Verified ORF	YAL040C	CLN3	SGDID:S000000038
51	I	68621	-0.165234648722217	0.0978002540598093	0.0920043997402434	Promoter	Promoter	SUT003_NFR/NDR		
52	I	69417	-0.156424286172252	0.0975803916462867	0.109822413611894	Unstable transcript	SUT	SUT003		
53	I	69820	-0.588444460957827	0.381940345624023	0.12429276142333	Promoter	Promoter	YAL039C_NFR/NDR		
54	I	69821	0.0403494634511463	0.237764909165561	0.865340776418093	Promoter	Promoter	YAL039C_NFR/NDR		
55	I	70906	-0.285202009487785	0.15658695911337	0.0693976686717269	Close to 3'-UTR	Close to 3'-UTR	YAL038W	CDC19	SGDID:S000000036
56	I	74327	0.0589375991757793	0.0984233832593885	0.549678966797	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
57	I	74572	0.0654351288501199	0.0981494207895375	0.505406382273591	ORF	Uncharacterized ORF	YAL037W	YAL037W	SGDID:S000000035
58	I	75211	0.0706539811330841	0.0979600087879517	0.471231088598552	ORF	Verified ORF	YAL036C	RBG1	SGDID:S000000034
