SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	-0.0220093154851824	0.149335114115842	0.882914612874681	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	0.173183648924571	0.1506918201707	0.25122804714695	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.252674592883334	0.254779849291561	0.322005160365322	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	0.165067610896886	0.254063904012459	0.516302743262079	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	0.336619156253135	0.18678078686841	0.0723645090829806	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	0.436929796640602	0.162479559943876	0.0075036404249456	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	-1.04353003635139	0.940656127849368	0.268028372513968	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	0.0345282622918068	0.128535289119985	0.788372378849208	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	0.0912680218405539	0.126524703081043	0.471174470900966	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	0.276776892047586	1.1561539267866	0.810938630283153	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.451846568904837	0.87317993999423	0.605150502729139	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0220253535010485	0.129196217674698	0.864730437409451	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	-0.0115662490726279	0.129035857299095	0.928627366330552	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0345753251625777	0.131682358549883	0.793038187883887	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	-0.0149136621874004	0.129034884300161	0.908052298510598	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
16	I	27843	-0.01598298624431	0.123619168401587	0.897200130519779	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
17	I	27848	-0.01598298624431	0.123619168401587	0.897200130519779	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
18	I	28495	0.0049574646113442	0.123623815468624	0.968035107253236	Close to 3'-UTR	Close to 3'-UTR	YAL063C	FLO9	SGDID:S000000059
19	I	28975	0.0643212377889607	0.12275000999263	0.600606062971511	Intergenic region	Intergenic region	A:27969-30945		
20	I	29283	0.0086086433128667	0.275195520719874	0.975062390809469	Intergenic region	Intergenic region	A:27969-30945		
21	I	29752	-0.2686152869481	0.286554626837258	0.349195563957517	Promoter	Promoter	XUT_1F-15_NFR/NDR		
22	I	29787	0.720202558920904	0.775402767795544	0.353621757527777	Promoter	Promoter	XUT_1F-15_NFR/NDR		
23	I	30057	0.13585783130808	0.251616527863632	0.589578852079101	Unstable transcript	XUT	XUT_1F-15		
24	I	30479	0.816877748370222	0.736287892360027	0.267989496696363	Unstable transcript	XUT	XUT_1F-15		
25	I	30706	0.0396867389777187	0.1268018983241	0.754479004566526	Unstable transcript	XUT	XUT_1F-15		
26	I	31435	-0.0228021707586363	0.122466377788016	0.852401717202966	Close to 3'-UTR	Close to 3'-UTR	YAL062W	GDH3	SGDID:S000000058
