SNP	CHR_igv	BP	EFFECTSIZE	SE	P	snps_class_up	snps_class_down	locus_id	GENE	sgd_id
1	I	1025	0.0691590045838144	0.0744595533064375	0.353620657115457	Promoter	Promoter	X1L_NFR/NDR		
2	I	1035	-0.0308355369476065	0.0753481874283197	0.682611299263052	Promoter	Promoter	X1L_NFR/NDR		
3	I	1074	0.0379966363249267	0.127347277922555	0.765596159973914	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
4	I	1470	-0.113568267120748	0.12676064306535	0.370902356735687	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
5	I	1475	-0.0314624340976577	0.093654101873861	0.737113485616006	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
6	I	1491	-0.139087651894256	0.0816013839175372	0.0891719865624695	Close to 3'-UTR	Close to 3'-UTR	YAL069W	YAL069W	SGDID:S000002143
7	I	21249	0.568983331927548	0.469418169031111	0.226283482106766	Promoter	Promoter	YAL064W_NFR/NDR		
8	I	27243	-0.0874114215170616	0.06400258759607	0.172887547894292	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
9	I	27272	-0.13508986956003	0.0627974695090953	0.0321386239089312	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
10	I	27498	-0.125589752773763	0.577160961755867	0.827867144819659	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
11	I	27561	-0.334157905585563	0.435694455389933	0.443621086843348	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
12	I	27816	0.0413171038460188	0.0644599933726992	0.521956243082584	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
13	I	27822	0.0372548311106923	0.0643849938861857	0.563210550326997	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
14	I	27823	0.0284908062731555	0.0657248499362378	0.664926467406776	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
15	I	27825	0.0353005527977149	0.0643881131792289	0.583869244929879	ORF	Verified ORF	YAL063C	FLO9	SGDID:S000000059
